,titulo,tipo_propiedad,dias_publicacion,fecha_extracción,ubicacion,valor_A,valor_B,valor_m2_prop,valor_m2_comuna,Superficie total,Superficie útil,Dormitorios,Baños,Estacionamientos,Gastos comunes,Número de piso de la unidad,Departamentos por piso,Cantidad de pisos,Antigüedad,Bodegas,Orientación
96,"San Pio X 2555, A Pasos Del Metro Tobalaba ",Departamento,Publicado hace 2 meses,2021-07-01,"San Pío X 2555, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",405.000,,"0,32 UF/m²","0,34 UF/m²",43.12 m²,39.2 m²,1,1,,85000 CLP,,,,,,
97,"San Pio X 2555, A Pasos Del Metro Tobalaba ",Departamento,Publicado hace 2 meses,2021-07-01,"San Pío X 2555, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",405.000,,"0,32 UF/m²","0,34 UF/m²",43.12 m²,39.2 m²,1,1,,85000 CLP,,,,,,
98,"San Pio X 2555, A Pasos Del Metro Tobalaba ",Departamento,Publicado hace 2 meses,2021-07-01,"San Pío X 2555, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",405.000,,"0,32 UF/m²","0,34 UF/m²",43.12 m²,39.2 m²,1,1,,85000 CLP,,,,,,
99,"San Pio X 2555, A Pasos Del Metro Tobalaba ",Departamento,Publicado hace 2 meses,2021-07-01,"San Pío X 2555, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",405.000,,"0,32 UF/m²","0,34 UF/m²",43.12 m²,39.2 m²,1,1,,85000 CLP,,,,,,
100,"San Pio X 2555, A Pasos Del Metro Tobalaba ",Departamento,Publicado hace 2 meses,2021-07-01,"San Pío X 2555, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",405.000,,"0,32 UF/m²","0,34 UF/m²",43.12 m²,39.2 m²,1,1,,85000 CLP,,,,,,
101,"San Pio X 2555, A Pasos Del Metro Tobalaba ",Departamento,Publicado hace 2 meses,2021-07-01,"San Pío X 2555, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",405.000,,"0,32 UF/m²","0,34 UF/m²",43.12 m²,39.2 m²,1,1,,85000 CLP,,,,,,
102,Depto Refaccionado,Departamento,Publicado hace 2 meses,2021-07-01,"Nueva Los Leones 1 - 300, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",550.000,,"0,42 UF/m²",,44 m²,40 m²,3,2,,,,,,,,
103,Depto Manuel Montt/pocuro Casi Nuevo $550.000.- 9-76987800,Departamento,Publicado hace 1 meses,2021-07-01,"Zañartu 900 - 1200, Manuel Montt, Providencia, RM (Metropolitana)",550.000,,"0,23 UF/m²","0,28 UF/m²",79 m²,70 m²,2,2,1,,,,,,,
104,Impecable Depto. En Optima Ubicacion,Departamento,Publicado hace 4 días,2021-07-01,"Padre Mariano 1 - 300, Pedro de Valdivia, Providencia, RM (Metropolitana)",400.000,,"0,3 UF/m²",,45 m²,45 m²,2,1,1,,,,,,,
105,Roman Díaz / Eliodoro Yañez / Est. Y Bodega,Departamento,Publicado hace 59 días,2021-07-01,"Román Díaz 720, Manuel Montt, Providencia, RM (Metropolitana)",520.000,,"0,26 UF/m²","0,28 UF/m²",67 m²,67 m²,2,2,1,,,,,,,
106,Excelente Departamento Pedro De Valdivia Norte ,Departamento,Publicado hace 58 días,2021-07-01,"La Marquesa 1 - 300, Manuel Montt, Providencia, RM (Metropolitana)",590.000,,"0,23 UF/m²","0,26 UF/m²",88 m²,85 m²,2,1,1,,,,,,,
107,Departamento Con Hermosa Vista En Terraza,Departamento,Publicado hace 58 días,2021-07-01,"Federico Froebel 1800 - 2100, Pedro de Valdivia, Providencia, RM (Metropolitana)",400.000,,"0,34 UF/m²","0,34 UF/m²",40 m²,40 m²,1,1,1,,,,,,,
108,"Amplio, Cómodo E Iluminado Departamento En Providencia.",Departamento,Publicado hace 58 días,2021-07-01,"Carmen Sylva 2100 - 2400, Los Leones, Providencia, RM (Metropolitana)",500.000,,"0,2 UF/m²","0,28 UF/m²",83.5 m²,75 m²,2,2,1,200000 CLP,,,,,,
109,Departamento Metro Baquedano,Departamento,Publicado hace 58 días,2021-07-01,"Juana De Lestonac 1 - 300, Plaza Italia, Providencia, RM (Metropolitana)",12,356.554,"0,27 UF/m²","0,34 UF/m²",45 m²,45 m²,1,1,,25000 CLP,,,,,,
110,Arriendo Departamento Con Increíble Conectividad. Metro,Departamento,Publicado hace 58 días,2021-07-01,"Avenida Ricardo Lyon 300 - 600, Los Leones, Providencia, RM (Metropolitana)",560.000,,"0,27 UF/m²","0,28 UF/m²",70 m²,60 m²,2,2,1,90000 CLP,,,,,,
111,"Departamento 1 Dormitorio, Un Baño Providencia.",Departamento,Publicado hace 58 días,2021-07-01,"Carmen Sylva 2100 - 2400, Los Leones, Providencia, RM (Metropolitana)",500.000,,"0,35 UF/m²","0,34 UF/m²",48 m²,43 m²,1,1,1,90000 CLP,,,,,,
112,Lindo Departamento Comuna Providencia,Departamento,Publicado hace 57 días,2021-07-01,"Suecia 1223 - Departamento 1003, Los Leones, Providencia, RM (Metropolitana)",22,655.464,"0,23 UF/m²","0,28 UF/m²",95 m²,85 m²,2,2,1,149000 CLP,,,,,,
113,Disponible Agosto 2021 ,Departamento,Publicado hace 42 días,2021-07-01,"Avenida Ricardo Lyon 2100 - 2400, Campus Oriente, Providencia, RM (Metropolitana)",450.000,,"0,29 UF/m²","0,34 UF/m²",53 m²,48 m²,1,1,1,,,,,,,
114,Manuel Montt/pocuro,Departamento,Publicado hace 9 días,2021-07-01,"Zañartu 1 - 300, Manuel Montt, Providencia, RM (Metropolitana)",450.000,,"0,39 UF/m²","0,34 UF/m²",39 m²,39 m²,1,1,1,,,,,,,
115,Departamento Luminoso Amplio Y Excelente Vista 2 Dormitorios,Departamento,Publicado hace 57 días,2021-07-01,"Las Violetas 2100 - 2400, Providencia, RM (Metropolitana)",750.000,,"0,32 UF/m²","0,28 UF/m²",78 m²,73 m²,2,2,2,140000 CLP,,,,,,
116,"José Manuel Infante, A Pasos De Av. Providencia.",Departamento,Publicado hace 57 días,2021-07-01,"José Manuel Infante 1 - 300, Salvador, Providencia, RM (Metropolitana)",380.000,,"0,37 UF/m²","0,34 UF/m²",35 m²,35 m²,1,1,,48000 CLP,,,,,,
117,"Hermoso Depto, Excelente Conectividad ",Departamento,Publicado hace 57 días,2021-07-01,"Mardoqueo Fernández 141 - Departamento 903, Los Leones, Providencia, RM (Metropolitana)",420.000,,"0,31 UF/m²","0,32 UF/m²",45 m²,45 m²,2,2,,130000 CLP,,,,,,
118,"Dpto  Recien Pintado, Amplio",Departamento,Publicado hace 57 días,2021-07-01,"Marchant Pereira 685, Pedro de Valdivia, Providencia, RM (Metropolitana)",380.000,,"0,39 UF/m²","0,34 UF/m²",33 m²,30 m²,1,1,1,85000 CLP,,,,,,
119,Manuel Montt Con Providencia,Departamento,Publicado hace 56 días,2021-07-01,"Avenida Manuel Montt 111, Manuel Montt, Providencia, RM (Metropolitana)",460.000,,"0,37 UF/m²","0,32 UF/m²",42 m²,42 m²,2,2,1,85000 CLP,,,,,,
120,Espectacular Departamento Disponibilidad Inmediata,Departamento,Publicado hace 56 días,2021-07-01,"Pérez Valenzuela 1200 - 1500, Manuel Montt, Providencia, RM (Metropolitana)",620.000,,"0,31 UF/m²","0,28 UF/m²",68 m²,68 m²,2,2,,90000 CLP,,,,,,
121,"1 Dorm 1 Baño Terraza, Piscina Gimnasio",Departamento,Publicado hace 56 días,2021-07-01,"Antonio Bellet 1 - 300, Pedro de Valdivia, Providencia, RM (Metropolitana)",400.000,,"0,22 UF/m²","0,29 UF/m²",60 m²,55 m²,1,1,1,,,,,,,
122,Flamante  Departamento Living-comedor 2 Dormitorios ,Departamento,Publicado hace 55 días,2021-07-01,"Holanda 1 - 300, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",580.000,,"0,27 UF/m²","0,28 UF/m²",71 m²,60 m²,2,2,1,,,,,,,
123,Departamento Acogedor Para Arrendar En Pedro De Valdivia,Departamento,Publicado hace 55 días,2021-07-01,"Avenida Pedro De Valdivia 1 - 300, Pedro de Valdivia, Providencia, RM (Metropolitana)",360.000,,"0,3 UF/m²","0,34 UF/m²",40 m²,40 m²,1,1,,93000 CLP,,,,,,
124,Departamento Acogedor Para Arrendar En Pedro De Valdivia,Departamento,Publicado hace 55 días,2021-07-01,"Avenida Pedro De Valdivia 1 - 300, Pedro de Valdivia, Providencia, RM (Metropolitana)",340.000,,"0,38 UF/m²","0,34 UF/m²",30 m²,30 m²,1,1,,72000 CLP,,,,,,
125,Departamento Acogedor Para Arrendar En Pedro De Valdivia,Departamento,Publicado hace 55 días,2021-07-01,"Avenida Pedro De Valdivia 1 - 300, Pedro de Valdivia, Providencia, RM (Metropolitana)",340.000,,"0,41 UF/m²","0,34 UF/m²",28 m²,28 m²,1,1,,60000 CLP,,,,,,
126,"Departamento Duplex, Piso Parquet, Luminoso, Céntrico",Departamento,Publicado hace 55 días,2021-07-01,"Carlos Antúnez 1800 - 2100, Pedro de Valdivia, Providencia, RM (Metropolitana)",550.000,,"0,19 UF/m²","0,26 UF/m²",100 m²,98 m²,3,2,,87000 CLP,,,,,,
127,Tipo Mariposa Metro Baquedano 2d + 2b ,Departamento,Publicado hace 23 días,2021-07-01,"Avenida Santa María 1 - 300, Bellavista, Providencia, RM (Metropolitana)",680.000,,"0,33 UF/m²","0,28 UF/m²",70 m²,65 m²,2,2,1,,,,,,,
128,Departamento Cercano A Metro Pedro De Valdivia,Departamento,Publicado hace 53 días,2021-07-01,"Padre Mariano 1 - 300, Pedro de Valdivia, Providencia, RM (Metropolitana)",350.000,,"0,39 UF/m²","0,34 UF/m²",30 m²,30 m²,1,1,,,,,,,,
129,"Hermoso Depto, Excelente Conectividad A Pasos Estación",Departamento,Publicado hace 52 días,2021-07-01,"Mardoqueo Fernández 101 - Departamento 900 - 1200, Los Leones, Providencia, RM (Metropolitana)",360.000,,"0,27 UF/m²","0,29 UF/m²",45 m²,45 m²,1,2,1,120000 CLP,,,,,,
130,Depto Manuel Montt/alfere 2 Dorm 2 Bañ $570.000.-,Departamento,Publicado hace 52 días,2021-07-01,"Zañartu 900 - 1200, Manuel Montt, Providencia, RM (Metropolitana)",550.000,,"0,23 UF/m²","0,28 UF/m²",79 m²,70 m²,2,2,1,,,,,,,
131," Depto, Excelente Conectividad A Pasos Estacion De Metro",Departamento,Publicado hace 51 días,2021-07-01,"Mardoqueo Fernández 101 - Departamento 900 - 1200, Los Leones, Providencia, RM (Metropolitana)",360.000,,"0,27 UF/m²","0,29 UF/m²",45 m²,45 m²,1,2,1,120000 CLP,,,,,,
132,Arriendo Providencia ,Departamento,Publicado hace 51 días,2021-07-01,"Lota 2400 - 2700, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",450.000,,"0,36 UF/m²","0,34 UF/m²",42 m²,42 m²,1,1,1,80000 CLP,,,,,,
133,Nueva De Lyon / Avenida Andrés Bello / Metro Los Leones,Departamento,Publicado hace 51 días,2021-07-01,"Nueva De Lyon 1 - 300, Los Leones, Providencia, RM (Metropolitana)",350.000,,"0,19 UF/m²",,62 m²,50 m²,1,1,1,80000 CLP,,,,,,
134,Depto En Hermosa Zona Residencial  Los Leones Con Pocuro,Departamento,Publicado hace 18 días,2021-07-01,"Llewellyn Jones 1500 - 1800, Las Lilas, Providencia, RM (Metropolitana)",380.000,,"0,3 UF/m²","0,34 UF/m²",43 m²,43 m²,1,1,,74000 CLP,,,,,,
135,"Moderno Amoblado, Clínica Indisa, 2 Dorm, 2 Baños, Box Y",Departamento,Publicado hace 51 días,2021-07-01,"Avenida El Cerro 1500 - 1800, Pedro de Valdivia Norte, Providencia, RM (Metropolitana)",850.000,,"0,36 UF/m²","0,28 UF/m²",80 m²,70 m²,2,2,1,,,,,,,
136,Ondero Duplex Providencia,Departamento,Publicado hace 35 días,2021-07-01,"Julio Prado 900 - 1200, Barrio Italia, Providencia, RM (Metropolitana)",780.000,,"0,27 UF/m²","0,28 UF/m²",98 m²,96 m²,2,2,1,,,,,,,
137,Arriendo / Depto Amoblado / 2d 2b 1e 1b / Providencia,Departamento,Publicado hace 50 días,2021-07-01,"Federico Froebel 1800 - 2100, Pedro de Valdivia, Providencia, RM (Metropolitana)",650.000,,"0,29 UF/m²","0,28 UF/m²",75 m²,70 m²,2,2,1,140000 CLP,,,,,,
138,Amplio Departamento En Providencia,Departamento,Publicado hace 50 días,2021-07-01,"Nueva De Lyon 1 - 300, Los Leones, Providencia, RM (Metropolitana)",530.000,,"0,31 UF/m²","0,31 UF/m²",58 m²,54 m²,2,2,1,95000 CLP,,,,,,
139,Parque Forestal - Bella Vista / Loreto,Departamento,Publicado hace 24 días,2021-07-01,"Bellavista 1 - 300, Bellavista, Recoleta, RM (Metropolitana)",420.000,,"0,21 UF/m²","0,22 UF/m²",66 m²,66 m²,2,2,1,,,,,,,
140,"Clásico Departamento Remodelado,luminoso Eleodoro Yañez",Departamento,Publicado hace 50 días,2021-07-01,"Eliodoro Yañez 2788, Las Lilas, Providencia, RM (Metropolitana)",750.000,,"0,32 UF/m²","0,28 UF/m²",80 m²,80 m²,2,2,1,,,,,,,
141,Departamento Amoblado Con Estacionamiento Y Bodega,Departamento,Publicado hace 50 días,2021-07-01,"Marcel Duhaut 2700 - 3000, Las Lilas, Providencia, RM (Metropolitana)",500.000,,"0,34 UF/m²","0,34 UF/m²",50 m²,45 m²,1,1,1,,,,,,,
142,Metro Colón,Departamento,Publicado hace 50 días,2021-07-01,"Marcel Duhaut 2970 - Departamento 4, Las Lilas, Providencia, RM (Metropolitana)",670.500,,"0,19 UF/m²","0,24 UF/m²",117 m²,105 m²,3,2,1,203000 CLP,,,,,,
143,Excelente Departamento Plaza Las Lilas,Departamento,Publicado hace 49 días,2021-07-01,"Eliodoro Yañez 2700 - 3000, Las Lilas, Providencia, RM (Metropolitana)",1.200.000,,"0,26 UF/m²",,153 m²,130 m²,4,4,2,,,,,,,
144,Miguel Claro / Valenzuela Castillo / Alferez Real,Departamento,Publicado hace 49 días,2021-07-01,"Miguel Claro / Valenzuela Castillo / Alferez Real, Manuel Montt, Providencia, RM (Metropolitana)",380.000,,"0,34 UF/m²","0,34 UF/m²",38 m²,38 m²,1,1,1,,,,,,,
145,Departamento Carmen Sylva 1 Dormitorio,Departamento,Publicado hace 49 días,2021-07-01,"Carmen Sylva 2100 - 2400, Los Leones, Providencia, RM (Metropolitana)",300.000,,"0,5 UF/m²","0,34 UF/m²",20 m²,20 m²,1,1,,,,,,,,
146,Departamento Con O Sin Muebles A Pasos De Isidora Goyenechea,Departamento,Publicado hace 49 días,2021-07-01,"El Canelo 2700 - 3000, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",450.000,,"0,3 UF/m²","0,34 UF/m²",51 m²,45 m²,1,1,1,100000 CLP,,,,,,
147,Valenzuela Castillo Con Manuel Montt,Departamento,Publicado hace 48 días,2021-07-01,"Valenzuela Castillo 1565, Pedro de Valdivia, Providencia, RM (Metropolitana)",600.000,,"0,3 UF/m²","0,28 UF/m²",68 m²,61 m²,2,2,1,120000 CLP,,,,,,
148,Departamento Excelente Ubicacion A Metros Del Metro Salvador,Departamento,Publicado hace 48 días,2021-07-01,"Avenida Providencia 300 - 600, Salvador, Providencia, RM (Metropolitana)",380.000,,"0,33 UF/m²","0,34 UF/m²",39 m²,39 m²,1,1,1,70000 CLP,,,,,,
149,Metro Los Leones,Departamento,Publicado hace 48 días,2021-07-01,"Andrés De Fuenzalida 1 - 300, Providencia, RM (Metropolitana)",495.000,,"0,21 UF/m²","0,26 UF/m²",80 m²,80 m²,3,2,,90000 CLP,,,,,,
150,Coronel / Suecia,Departamento,Publicado hace 48 días,2021-07-01,"Coronel 2100 - 2400, Los Leones, Providencia, RM (Metropolitana)",470.000,,"0,26 UF/m²","0,29 UF/m²",60 m²,60 m²,1,1,1,,,,,,,
151,Amplio Departamento A Pasos De Metro Tobalaba. ,Departamento,Publicado hace 47 días,2021-07-01,"Holanda 1 - 300, Metro Tobalaba - Mall Costanera, Providencia, RM (Metropolitana)",960.000,,"0,27 UF/m²","0,23 UF/m²",120 m²,120 m²,3,3,1,,,,,,,
152,Las Dalias / Luis Thayer Ojeda,Departamento,Publicado hace 47 días,2021-07-01,"Las Dalias 2400 - 2700, Las Lilas, Providencia, RM (Metropolitana)",1.050.000,,"0,29 UF/m²","0,23 UF/m²",123 m²,110 m²,3,3,1,200000 CLP,,,,,,
153,"Barrio Italia, Loft 45 M2, 1 Dormitorios, Remodelada",Departamento,Publicado hace 47 días,2021-07-01,"Lautaro 503, Barrio Italia, Providencia, RM (Metropolitana)",500.000,,"0,37 UF/m²","0,34 UF/m²",45 m²,45 m²,1,1,,,,,,,,
154,Arriendo Depto 3d 1b $530.000 Pastene Providencia,Departamento,Publicado hace 46 días,2021-07-01,"Almirante Pastene 7 - Departamento 1 - 300, Manuel Montt, Providencia, RM (Metropolitana)",530.000,,"0,28 UF/m²",,64 m²,64 m²,3,1,,,,,,,,
155,Precioso Departamento ,Departamento,Publicado hace 46 días,2021-07-01,"General Flores 1 - 300, Manuel Montt, Providencia, RM (Metropolitana)",470.000,,"0,28 UF/m²","0,29 UF/m²",57 m²,57 m²,1,1,1,89000 CLP,,,,,,
156,Arrienda .precioso Y Muy Actual Departamento.,Departamento,Publicado hace 46 días,2021-07-01,"Avenida Hernando De Aguirre 1500 - 1800, Las Lilas, Providencia, RM (Metropolitana)",750.000,,"0,27 UF/m²","0,28 UF/m²",94 m²,75 m²,2,2,2,250000 CLP,,,,4 años,,
157,Parque Bustamante /metro Sta Isabel/ Amplio Depto.remodelado,Departamento,Publicado hace 42 días,2021-07-01,"Almirante Grau 1 - 300, Barrio Italia, Providencia, RM (Metropolitana)",850.000,,"0,19 UF/m²","0,24 UF/m²",149 m²,149 m²,4,2,,40000 CLP,,,,,,
158,Excelente Departamento Galvarino Gallardo,Departamento,Publicado hace 45 días,2021-07-01,"Galvarino Gallardo 1955, Pedro de Valdivia, Providencia, RM (Metropolitana)",590.000,,"0,36 UF/m²","0,31 UF/m²",55 m²,55 m²,2,2,1,,,,,,,
159,"Moderno Departamento Amoblado, Finas Terminaciones.",Departamento,Publicado hace 45 días,2021-07-01,"El Vergel 2100 - 2400, Los Leones, Providencia, RM (Metropolitana)",550.000,,"0,3 UF/m²",,62 m²,62 m²,1,1,1,,,,,,,
160,Departamento Vista Norte,Departamento,Publicado hace 45 días,2021-07-01,"Avenida Pedro De Valdivia 1 - 300, Pedro de Valdivia, Providencia, RM (Metropolitana)",390.000,,"0,43 UF/m²","0,34 UF/m²",30.2 m²,30 m²,1,1,,,,,,,,
161,"Hermoso Depto, Excelente Conectividad ",Departamento,Publicado hace 45 días,2021-07-01,"Avenida Ricardo Lyon 531, Los Leones, Providencia, RM (Metropolitana)",430.000,,"0,35 UF/m²","0,32 UF/m²",41 m²,38 m²,2,2,1,100000 CLP,,,,,,
162,Departamento Providencia Salida Metro Manuel Montt,Departamento,Publicado hace 45 días,2021-07-01,"Borgoño 1 - 300, Pedro de Valdivia, Providencia, RM (Metropolitana)",350.000,,"0,25 UF/m²","0,34 UF/m²",47 m²,45 m²,1,1,,70000 CLP,,,,,,
163,Piso Carlos Walker 1 Dormitorio Remodelado (interno: 210000,Departamento,,2021-07-01,"Carlos Walker Martínez 1 - 300, Bellavista, Providencia, RM (Metropolitana)",19,564.543,"0,28 UF/m²",,69 m²,69 m²,1,1,,60000 CLP,,,,,,
164,Departamento Tipo Estudio Recien Remodelado Providencia ,Departamento,Publicado hace 45 días,2021-07-01,"Vicuña Mackenna 48 - Departamento 007, Providencia, RM (Metropolitana)",270.000,,"0,32 UF/m²","0,34 UF/m²",28 m²,28 m²,1,1,,21000 CLP,,,,,,
165,Sector Carlos Antunez - Holanda - Luis T. Ojeda,Departamento,Publicado hace 44 días,2021-07-01,"Carlos Antúnez 2400 - 2700, Las Lilas, Providencia, RM (Metropolitana)",340.000,,"0,38 UF/m²","0,34 UF/m²",30 m²,30 m²,1,1,1,,,,,,,
166,"Marcel Duhaut 2890, Comuna De Providencia.",Departamento,Publicado hace 44 días,2021-07-01,"Marcel Duhaut 2890, Las Lilas, Providencia, RM (Metropolitana)",680.000,,"0,23 UF/m²","0,25 UF/m²",98 m²,92 m²,3,3,1,,,,,,,
167,"Luminoso, Cercano Metro",Departamento,Publicado hace 44 días,2021-07-01,"Europa 2100 - 2400, Providencia, RM (Metropolitana)",420.000,,"0,28 UF/m²","0,34 UF/m²",50 m²,42 m²,1,1,1,,,,,,,
168,Departamento En Providencia Cercano A Metro Los Leones,Departamento,Publicado hace 44 días,2021-07-01,"Avenida Ricardo Lyon 300 - 600, Los Leones, Providencia, RM (Metropolitana)",630.000,,"0,3 UF/m²","0,28 UF/m²",70 m²,57 m²,2,2,1,148000 CLP,,,,,,
169,Amplio Departamento Sector Residencial Providencia,Departamento,Publicado hace 44 días,2021-07-01,"Ricardo Lyon 146, Manuel Montt, Providencia, RM (Metropolitana)",700.000,,"0,15 UF/m²",,162 m²,146 m²,3,2,1,,,,,,,
170,Con Terraza Moderno Edificio Cerca Metro ,Departamento,Publicado hace 12 días,2021-07-01,"Nueva Providencia 1500 - 1800, Providencia, RM (Metropolitana)",395.000,,"0,32 UF/m²","0,34 UF/m²",41 m²,39 m²,1,1,1,,,,,,,
171,Departamento Excelente Ubicacion 1d-1b,Departamento,Publicado hace 44 días,2021-07-01,"Padre Mariano 128 - Departamento 506, Pedro de Valdivia, Providencia, RM (Metropolitana)",430.000,,"0,27 UF/m²","0,34 UF/m²",54 m²,50 m²,1,1,1,90000 CLP,,,,,,
172,"Arriendo Comodo Departamento Semi Amobl(opcional),los Leones",Departamento,Publicado hace 43 días,2021-07-01,"Diego De Velásquez 1800 - 2100, Providencia, RM (Metropolitana)",550.000,,"0,28 UF/m²","0,28 UF/m²",65 m²,62 m²,2,2,1,,,,,,,
173,"Departamento; Santa María, Providencia",Departamento,Publicado hace 43 días,2021-07-01,"Avenida Santa María 1 - 300, Bellavista, Providencia, RM (Metropolitana)",680.000,,"0,33 UF/m²","0,28 UF/m²",70 m²,65 m²,2,2,1,90000 CLP,,,,,,
174,Departamento,Departamento,Publicado hace 43 días,2021-07-01,"Marchant Pereira 600 - 900, Pedro de Valdivia, Providencia, RM (Metropolitana)",380.000,,"0,34 UF/m²","0,34 UF/m²",38 m²,35 m²,1,1,1,,,,,,,
175,"Hermoso Depto, Excelente Conectividad ",Departamento,Publicado hace 43 días,2021-07-01,"Mardoqueo Fernández 101 - Departamento 900 - 1200, Los Leones, Providencia, RM (Metropolitana)",360.000,,"0,27 UF/m²","0,29 UF/m²",45 m²,45 m²,1,2,1,120000 CLP,,,,,,
176,"Excelente Depto  Luminoso Living-comedor , 2 Dormitorios",Departamento,Publicado hace 43 días,2021-07-01,"Valenzuela Castillo - Antonio Varas 1680, Pedro de Valdivia, Providencia, RM (Metropolitana)",600.000,,"0,33 UF/m²","0,28 UF/m²",62 m²,60 m²,2,2,1,,,,,,,
177,Diego De Velasquez Metro Los Leones,Departamento,Publicado hace 43 días,2021-07-01,"Diego De Velásquez 1800 - 2100, Providencia, RM (Metropolitana)",360.000,,"0,34 UF/m²","0,34 UF/m²",36 m²,30 m²,1,1,,74000 CLP,,,,,,
178,Espectacular Dpto Comuna Providencia,Departamento,Publicado hace 43 días,2021-07-01,"Avenida Ricardo Lyon 300 - 600, Los Leones, Providencia, RM (Metropolitana)",820.000,,"0,24 UF/m²",,115 m²,100 m²,3,2,1,240000 CLP,,,,,,
179,Plaza Las Lilas Avenida El Bosque,Departamento,Publicado hace 43 días,2021-07-01,"Avenida El Bosque 757 - Departamento 21 C, Las Lilas, Providencia, RM (Metropolitana)",21,638.825,"0,25 UF/m²","0,26 UF/m²",85 m²,75 m²,3,2,1,65000 CLP,,,,,,
180,Arriendo Depto. En Providencia,Departamento,Publicado hace 43 días,2021-07-01,"Sta. Beatriz 1 - 300, Manuel Montt, Providencia, RM (Metropolitana)",350.000,,"0,22 UF/m²","0,34 UF/m²",54 m²,50 m²,1,1,,,,,,,,
181,Metro Manuel Montt / Amoblado,Departamento,Publicado hace 42 días,2021-07-01,"Metro Manuel Montt / Amoblado, Manuel Montt, Providencia, RM (Metropolitana)",700.000,,"0,32 UF/m²","0,28 UF/m²",74 m²,70 m²,2,2,1,,,,,,,
182,Disponible Agosto 2021 ,Departamento,Publicado hace 42 días,2021-07-01,"Avenida Ricardo Lyon 2100 - 2400, Campus Oriente, Providencia, RM (Metropolitana)",450.000,,"0,29 UF/m²","0,34 UF/m²",53 m²,48 m²,1,1,1,,,,,,,
183,Departamento Pocuro,Departamento,Publicado hace 42 días,2021-07-01,"Av. Pocuro 2100 - 2400, Manuel Montt, Providencia, RM (Metropolitana)",21,623.969,"0,23 UF/m²","0,28 UF/m²",92 m²,80 m²,2,2,1,,,,,,,
184,Moderno Y Completo Departamento / Metro,Departamento,Publicado hace 42 días,2021-07-01,"Moderno Y Completo Departamento / Metro, Inés de Suárez, Providencia, RM (Metropolitana)",780.000,,"0,27 UF/m²","0,26 UF/m²",97 m²,87 m²,3,2,,,,,,,,
185,Av. Antonio Varas / Francisco Bilbao,Departamento,Publicado hace 42 días,2021-07-01,"Antonio Varas 1200 - 1500, Inés de Suárez, Providencia, RM (Metropolitana)",550.000,,"0,24 UF/m²","0,28 UF/m²",77 m²,68 m²,2,2,1,95000 CLP,,,,,,
