,titulo,tipo_propiedad,dias_publicacion,fecha_extracción,ubicacion,valor_A,valor_B,valor_m2_prop,valor_m2_comuna,Superficie total,Superficie útil,Dormitorios,Baños,Gastos comunes,Estacionamientos,Antigüedad,Ambientes,Bodegas,Número de piso de la unidad,Departamentos por piso,Cantidad de pisos,Orientación
1747,Departamento En Arriendo De 1 Dorm. En Santiago,Departamento,Publicado hace 3 meses,2021-07-02,"San Diego Con Tarapaca, Bulnes, Santiago, RM (Metropolitana)",8,250.776,"0,21 UF/m²","0,72 UF/m²",41 m²,36 m²,1,1,45000 CLP,,,,,,,,
1748,Departamento 1 Dormitorio Cercano Metro Santa Ana,Departamento,Publicado hace 3 meses,2021-07-02,"Moneda, 1541, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",225.000,,"0,21 UF/m²","0,72 UF/m²",36 m²,34 m²,1,1,50000 CLP,,,2,,8,,,
1749,Saturno / Nueva Las Condes,Departamento,Publicado hace 3 meses,2021-07-02,"Saturno / Nueva Las Condes, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",1.900.000,,"0,46 UF/m²","0,28 UF/m²",140 m²,120 m²,3,3,160000 CLP,2,,3,1,,,,PONIENTE
1750,María Rozas Velasquez 61 A Pasos De Av. Ecuador,Departamento,Publicado hace 3 meses,2021-07-02,"María Rozas Velasquez 61 A Pasos De Av. Ecuador, Metro Las Rejas, Estación Central, RM (Metropolitana)",240.000,,"0,27 UF/m²","0,26 UF/m²",30 m²,28 m²,1,1,65000 CLP,,,1,,,,,
1751,Avenida Matta Con Vicuña Mackena,Departamento,Publicado hace 3 meses,2021-07-02,"Avenida Matta Con Vicuña Mackena, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",310.000,,"0,3 UF/m²","0,72 UF/m²",34.75 m²,32.45 m²,1,1,60000 CLP,1,,1,,,,,PONIENTE
1752,Departamento En Arriendo De 3 Dorm. En Lo Barnechea,Departamento,Publicado hace 3 meses,2021-07-02,"Mall Sport/san José De La Sierra, Plaza San Enrique, Lo Barnechea, RM (Metropolitana)",1.650.000,,"0,38 UF/m²",,147 m²,100 m²,3,2,160000 CLP,1,,,,,,,
1753,Padre Mariano / Providencia,Departamento,Publicado hace 3 meses,2021-07-02,"Padre Mariano / Providencia, Pedro de Valdivia, Providencia, RM (Metropolitana)",460.000,,"0,41 UF/m²","0,34 UF/m²",38 m²,38 m²,1,1,85000 CLP,1,,1,1,,,,PONIENTE
1754,Barrio El Golf,Departamento,Publicado hace 3 meses,2021-07-02,"Barrio El Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",35,1.039.948,"0,26 UF/m²","0,28 UF/m²",134 m²,125 m²,3,3,200000 CLP,2,,3,1,,,4,NORORIENTE
1755,Increible Oportunidad A Una Cuadra Del Metro,Departamento,Publicado hace 3 meses,2021-07-02,"General Bustamante, 743, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",490.000,,"0,22 UF/m²","0,24 UF/m²",75 m²,70 m²,3,2,,1,,,,,,,N
1756,Departamento En Arriendo De 1 Dorm. En Las Condes,Departamento,Publicado hace 3 meses,2021-07-02,"Metro Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",380.000,,"0,37 UF/m²","0,37 UF/m²",35 m²,31 m²,1,1,56000 CLP,,,,,,,,
1757,Departamento En Arriendo,Departamento,Publicado hace 3 meses,2021-07-02,"Barrio El Golf, Las Condes, RM (Metropolitana)",1.200.000,,"0,24 UF/m²","0,23 UF/m²",168 m²,168 m²,3,2,250000 CLP,,,,,8,,,
1758,Departamento En Arriendo De 2 Dormitorios En Santiago,Departamento,Publicado hace 3 meses,2021-07-02,"Tarapacá / Serrano, Bulnes, Santiago, RM (Metropolitana)",450.000,,"0,38 UF/m²","0,26 UF/m²",40 m²,40 m²,2,1,,,,,,,,,
1759,Departamento En Arriendo De 2 Dormitorios En Independencia,Departamento,Publicado hace 3 meses,2021-07-02,"Inglaterra / Belisario Prats, Hospitales, Independencia, RM (Metropolitana)",350.000,,"0,27 UF/m²","0,24 UF/m²",44 m²,41 m²,2,1,,,,,,,,,
1760,Departamento En Arriendo De 1 Dormitorio En Santiago,Departamento,Publicado hace 3 meses,2021-07-02,"Eleuterio Ramírez / Serrano, Bulnes, Santiago, RM (Metropolitana)",380.000,,"0,34 UF/m²","0,72 UF/m²",38 m²,38 m²,1,1,,,,,,,,,
1761,Oportunidad En Tranquilo Barrio,Departamento,,2021-07-02,"Monitor Araucano, 602, Bellavista, Providencia, RM (Metropolitana)",750.000,,"0,3 UF/m²","0,26 UF/m²",83 m²,78 m²,3,2,80000 CLP,,,4,,,,4,S
1762,"Departamento 3d, 2b, Est Y Bod En San Miguel",Departamento,Publicado hace 3 meses,2021-07-02,"Cuarta Avenida, 1170, Ciudad del Niño, San Miguel, RM (Metropolitana)",510.000,,"0,24 UF/m²","0,21 UF/m²",73 m²,63 m²,3,2,60000 CLP,,,5,,,,,
1763,"Departamento En Barrio El Golf, Las Condes.",Departamento,Publicado hace 3 meses,2021-07-02,"Hamlet, 4145, Barrio El Golf, Las Condes, RM (Metropolitana)",500.000,,"0,34 UF/m²","0,37 UF/m²",50 m²,50 m²,1,1,,,,,,,,,
1764,Departamento En Arriendo Amoblado Barrio El Golf,Departamento,Publicado hace 3 meses,2021-07-02,"Alsacia, 145, Barrio El Golf, Las Condes, RM (Metropolitana)",800.000,,"0,36 UF/m²","0,33 UF/m²",75 m²,70 m²,2,2,90000 CLP,1,,4,,,,,SO
1765,Departamento Completamente Amoblado Barrio El Golf,Departamento,Publicado hace 3 meses,2021-07-02,"Las Torcazas, 103, Barrio El Golf, Las Condes, RM (Metropolitana)",25,742.820,"0,31 UF/m²","0,33 UF/m²",80 m²,68 m²,2,2,,,,,,,,,
1766,Amoblado Tipo Mariposa En San Miguel,Departamento,Publicado hace 3 meses,2021-07-02,"Alcalde Pedro Alarcon, 805, El Llano, San Miguel, RM (Metropolitana)",400.000,,"0,27 UF/m²","0,27 UF/m²",50 m²,45 m²,2,2,,,,,,,,,
1767,Oportunidad Dpto Mariposa En Eyrarrazaval,Departamento,Publicado hace 3 meses,2021-07-02,"Av. Irarrazaval, 870, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",450.000,,"0,28 UF/m²","0,3 UF/m²",54 m²,51 m²,2,2,,,,2,,,,,S
1768,Nueva San Martin 1490 - Estudio,Departamento,Publicado hace 3 meses,2021-07-02,"Nueva San Martin 1490 - Estudio, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",320.000,,"0,36 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,,,,1,,,,22,SUR
1769,Exclusivo Departamento Frente Al Club De Golf,Departamento,Publicado hace 3 meses,2021-07-02,"Barrio El Golf, Las Condes, RM (Metropolitana)",1.950.000,,"0,33 UF/m²","0,26 UF/m²",200 m²,140 m²,3,3,,2,,,,,,,
1770,Arriendo A Una Cuadra Metro Línea 1,Departamento,Publicado hace 3 meses,2021-07-02,"Av. Padre Alberto Hurtado, 0131, Universidad de Santiago, Estación Central, RM (Metropolitana)",9,285.243,"0,21 UF/m²","0,24 UF/m²",45 m²,43 m²,2,2,60000 CLP,,,,,,,,
1771,Amplio Departamento Moller Con Vista Despejada,Departamento,Publicado hace 3 meses,2021-07-02,"Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",1.100.000,,"0,26 UF/m²","0,28 UF/m²",140 m²,130 m²,3,3,190000 CLP,2,,6,,,,23,N
1772,Amoblado 3 Dormitorios 1 Baño Nuñoa,Departamento,Publicado hace 3 meses,2021-07-02,"Lo Encalada, 166, Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",430.000,,"0,23 UF/m²",,63 m²,63 m²,3,1,,,,,,,,,
1773,Arriendo Amplio Departamento- A Pasos M.alcántara,Departamento,Publicado hace 3 meses,2021-07-02,"Barrio El Golf, Las Condes, RM (Metropolitana)",820.000,,"0,17 UF/m²",,164 m²,134 m²,2,2,,,,6,,,,,
1774,"En Arriendo Depto., Situado En Calle Tranquila De Providenci",Departamento,Publicado hace 3 meses,2021-07-02,"Manuel Montt, Providencia, RM (Metropolitana)",560.000,,"0,31 UF/m²","0,32 UF/m²",60 m²,50 m²,2,2,100000 CLP,1,,,,,,13,
1775,Departamento Completamente Amoblado Barrio El Golf,Departamento,Publicado hace 3 meses,2021-07-02,"Las Torcazas, 103, Barrio El Golf, Las Condes, RM (Metropolitana)",800.000,,"0,34 UF/m²","0,33 UF/m²",80 m²,68 m²,2,2,,,,,,,,,
1776,Amoblado Tipo Mariposa En San Miguel,Departamento,Publicado hace 3 meses,2021-07-02,"Alcalde Pedro Alarcon, 805, El Llano, San Miguel, RM (Metropolitana)",400.000,,"0,27 UF/m²","0,27 UF/m²",50 m²,45 m²,2,2,,,,,,,,,
1777,Oportunidad Amoblado Parque Bicentenareo,Departamento,,2021-07-02,"La Llavería, 2110, La Llavería, Vitacura, RM (Metropolitana)",1.000.000,,"0,26 UF/m²","0,27 UF/m²",130 m²,130 m²,3,2,160000 CLP,,,,,,,,N
1778,"Vista Despejada, Ultimo Piso, Providencia",Departamento,,2021-07-02,"Providencia, RM (Metropolitana)",590.000,,"0,4 UF/m²","0,32 UF/m²",50 m²,50 m²,2,2,,,,,,,,,N
1779,Arriendo Depto En Santiago Centro ,Departamento,,2021-07-02,"Centro Histórico de Santiago, Santiago, RM (Metropolitana)",270.000,,"0,26 UF/m²","0,72 UF/m²",35 m²,35 m²,1,1,,,,,,,,,N
1780,Departamento En Arriendo De 2 Dorm. En Quinta Normal,Departamento,Publicado hace 3 meses,2021-07-02,"General Velásquez / Patria Nueva, Gruta de Lourdes, Quinta Normal, RM (Metropolitana)",350.000,,"0,25 UF/m²","0,25 UF/m²",46.84 m²,43.81 m²,2,1,50000 CLP,,,,,,,,
1781,Departamento En Arriendo De 1 Dorm. En Las Condes,Departamento,Publicado hace 3 meses,2021-07-02,"Presidente Riesco / San Sebastian, Barrio El Golf, Las Condes, RM (Metropolitana)",400.000,,"0,34 UF/m²","0,37 UF/m²",40 m²,40 m²,1,1,65000 CLP,1,,,,,,,
1782,Depto Metro Santa Ana Calle San Martin 870,Departamento,Publicado hace 3 meses,2021-07-02,"San Martin, 870, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",240.000,,"0,27 UF/m²","0,72 UF/m²",30 m²,30 m²,1,1,,,,,,,,,
1783,"Centrica Oficina- Estudio , Plaza De Armas",Departamento,Publicado hace 3 meses,2021-07-02,"Phillips,, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",245.000,,"0,33 UF/m²","0,72 UF/m²",25 m²,25 m²,1,1,20000 CLP,,,4,,7,,7,
1784,La Mejor Conectividad En San Miguel,Departamento,Publicado hace 3 meses,2021-07-02,"Guardia Marina Riquelme, 4861, Lo Vial, San Miguel, RM (Metropolitana)",355.000,,"0,27 UF/m²","0,26 UF/m²",44.51 m²,40 m²,2,1,65000 CLP,,,3,,,,22,N
1785,Departamento En Arriendo De 3 Dorm. En Ñuñoa,Departamento,Publicado hace 3 meses,2021-07-02,"Cauquenes Con Irarrázaval, Ñuñoa, RM (Metropolitana)",750.000,,"0,25 UF/m²","0,24 UF/m²",101 m²,98 m²,3,2,85000 CLP,1,,,,,,,
1786,Departamento En Arriendo De 1 Dorm. En Vitacura,Departamento,Publicado hace 3 meses,2021-07-02,"Manquehue Norte /clínica Alemana, Nuestra Señora del Rosario, Vitacura, RM (Metropolitana)",550.000,,"0,44 UF/m²",,42 m²,37 m²,1,1,80000 CLP,,,,,,,,
1787,Departamento En Arriendo De 1 Dorm. En Ñuñoa,Departamento,Publicado hace 3 meses,2021-07-02,"Condell / Irarrázaval., Metro Irarrázaval, Ñuñoa, RM (Metropolitana)",11,341.697,"0,29 UF/m²","0,31 UF/m²",40 m²,36 m²,1,1,50000 CLP,,,,,,,,
1788,Departamento En Arriendo De 1 Dorm. En Estación Central,Departamento,Publicado hace 3 meses,2021-07-02,"Departamento 1d 1b Cercano A Metro San Alberto Hurtado, Universidad de Santiago, Estación Central, RM (Metropolitana)",285.000,,"0,26 UF/m²","0,26 UF/m²",37 m²,35 m²,1,1,48000 CLP,,,,,,,,
1789,"Av Las Condes Cercano A Clinica, Buenos Accesos Por Av Kenne",Departamento,Publicado hace 3 meses,2021-07-02,"Av Las Condes Cercano A Clinica, Buenos Accesos Por Av Kenne, Estoril, Las Condes, RM (Metropolitana)",800.000,,"0,54 UF/m²","0,37 UF/m²",50 m²,47 m²,1,1,,1,,1,1,,,3,
1790,Departamento En Arriendo De 3 Dorm. En Las Condes,Departamento,,2021-07-02,"El Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",1.050.000,,"0,21 UF/m²","0,26 UF/m²",170 m²,160 m²,3,3,240000 CLP,2,,,,,,,
1791,Departamento En Arriendo De 2 Dorm. En Santiago,Departamento,Publicado hace 3 meses,2021-07-02,"Lira Con Santa Isabel, Santa Isabel, Santiago, RM (Metropolitana)",460.000,,"0,25 UF/m²","0,21 UF/m²",61.11 m²,55.21 m²,2,2,60000 CLP,1,,,,,,,
1792,Departamento En Arriendo De 2 Dormitorios En Las Condes,Departamento,Publicado hace 3 meses,2021-07-02,"Malaga / Avda.pdte.errazuriz, Barrio El Golf, Las Condes, RM (Metropolitana)",850.000,,"0,32 UF/m²","0,33 UF/m²",89.5 m²,85.5 m²,2,2,,,,,,,,,
1793,Alcantara,Departamento,Publicado hace 3 meses,2021-07-02,"Alcantara, Barrio El Golf, Las Condes, RM (Metropolitana)",550.000,,"0,41 UF/m²","0,37 UF/m²",45 m²,45 m²,1,1,,1,,1,1,,,,OR
1794,Manquehue ,Departamento,Publicado hace 3 meses,2021-07-02,"Manquehue, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",799.000,,"0,33 UF/m²","0,33 UF/m²",82 m²,77 m²,2,2,150000 CLP,1,,2,1,,,,OR
1795,Se Arrienda Depto Amoblado 1d-1b En Stgo Centro,Departamento,Publicado hace 3 meses,2021-07-02,"Se Arrienda Departamento En Stgo Centro,, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",385.000,,"0,26 UF/m²","0,72 UF/m²",50 m²,47 m²,1,1,,,,,,,,23,
1796,Avenida Matta Con Vicuña Mackenna,Departamento,Publicado hace 3 meses,2021-07-02,"Avenida Matta Con Vicuña Mackenna, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",270.000,,"0,26 UF/m²","0,72 UF/m²",35.1 m²,32.14 m²,1,1,60000 CLP,,,2,,,,,OR
1797,Avenida Matta Con Vicuña Mackenna,Departamento,Publicado hace 3 meses,2021-07-02,"Avenida Matta Con Vicuña Mackenna, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",245.000,,"0,23 UF/m²","0,72 UF/m²",35.1 m²,32.14 m²,1,1,55000 CLP,,,2,,,,,OR
1798,Departamento En Arriendo En Agustinas,Departamento,Publicado hace 3 meses,2021-07-02,"Agustinas, 681, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",330.000,,"0,25 UF/m²","0,72 UF/m²",44 m²,31 m²,1,1,,,,,,,,,
1799,El Golf,Departamento,Publicado hace 3 meses,2021-07-02,"El Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",650.000,,"0,49 UF/m²","0,37 UF/m²",45 m²,40 m²,1,1,,1,,1,1,,,,
1800,El Golf ,Departamento,Publicado hace 3 meses,2021-07-02,"El Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",1.300.000,,,,180 m²,160 m²,2,,240000 CLP,1,,3,,,,,NOR PONIENTE
1801,Departamento En Arriendo De 1 Dormitorio En Las Condes,Departamento,Publicado hace 3 meses,2021-07-02,"Av. Apoquindo Con Americo Vespucio, Metro Escuela Militar, Las Condes, RM (Metropolitana)",750.000,,"0,54 UF/m²","0,37 UF/m²",47 m²,45 m²,1,1,60000 CLP,2,,,,,,,
1802,Depto 1d Est - Roman Díaz/eliodoro Yáñez,Departamento,Publicado hace 3 meses,2021-07-02,"Depto 1d Est - Roman Díaz/eliodoro Yáñez, Manuel Montt, Providencia, RM (Metropolitana)",475.000,,"0,43 UF/m²","0,34 UF/m²",37 m²,34 m²,1,1,80000 CLP,1,16 años,,,,,,
1803,Departamento En Arriendo De 2 Dorm. En Estación Central,Departamento,Publicado hace 3 meses,2021-07-02,"Av. Ecuador - General Velasquez, Metro Ecuador, Estación Central, RM (Metropolitana)",14,418.950,"0,29 UF/m²","0,24 UF/m²",49 m²,43 m²,2,2,,1,,,,,,,
1804,Departamento En Arriendo De 3 Dorm. En Ñuñoa,Departamento,Publicado hace 3 meses,2021-07-02,"Metro Pedro De Valdivia - Suecia, Metro Ñuñoa, Ñuñoa, RM (Metropolitana)",620.000,,"0,25 UF/m²","0,24 UF/m²",85 m²,80 m²,3,2,130000 CLP,1,,,,,,,
1805,Departamento En Arriendo De 4 Dorm. En Vitacura,Departamento,Publicado hace 3 meses,2021-07-02,"Av. Kennedy/arturo Ureta, Pío XI, Vitacura, RM (Metropolitana)",900.000,,"0,16 UF/m²","0,24 UF/m²",186 m²,178 m²,4,3,250000 CLP,2,,,,,,,
1806,Departamento En Arriendo De 1 Dorm. En Providencia,Departamento,Publicado hace 3 meses,2021-07-02,"Santa Beatriz / Providencia, Pedro de Valdivia, Providencia, RM (Metropolitana)",430.000,,"0,31 UF/m²","0,34 UF/m²",46 m²,42 m²,1,1,70000 CLP,,,,,,,,
1807,Departamento En Arriendo De 4 Dorm. En Vitacura,Departamento,Publicado hace 3 meses,2021-07-02,"Bicentenario, Parque Bicentenario, Vitacura, RM (Metropolitana)",1.800.000,,"0,34 UF/m²","0,28 UF/m²",180 m²,150 m²,4,4,350000 CLP,2,,,,,,,
1808,Departamento En Arriendo De 4 Dorm. En Vitacura,Departamento,Publicado hace 3 meses,2021-07-02,"Polo Santa María, Santa María de Manquehue, Vitacura, RM (Metropolitana)",2.500.000,,"0,29 UF/m²",,287 m²,227 m²,4,5,450000 CLP,,,,,,,,
1809,Sector Cerro La Cruz- Valle Monasterio,Departamento,Publicado hace 3 meses,2021-07-02,"Sector Cerro La Cruz- Valle Monasterio, Los Trapenses, Lo Barnechea, RM (Metropolitana)",85,2.525.588,"0,29 UF/m²",,290 m²,190 m²,4,5,300000 CLP,2,,4,1,,,2,NORTE
1810,"Oportunidad, Amoblado En Ñuñoa 3 Dormitorios",Departamento,Publicado hace 3 meses,2021-07-02,"Jaime Guzman Errazuriz, 3265, Lo Cruzat, Quilicura, RM (Metropolitana)",800.000,,"0,27 UF/m²",,100 m²,90 m²,3,2,,,,7,,,,,S
1811,Sector Vitacura / Américo Vespucio,Departamento,Publicado hace 3 meses,2021-07-02,"Sector Vitacura / Américo Vespucio, Parque Bicentenario, Vitacura, RM (Metropolitana)",30,906.240,"0,38 UF/m²",,80 m²,66 m²,1,2,110000 CLP,1,,1,1,,,7,SURPONIENTE
1812,Departamento En Arriendo De 1 Dorm. En Providencia,Departamento,Publicado hace 3 meses,2021-07-02,"Excelente Ubicacion Amoblado!! Con Opción De Estacionamiento, Ubicado Por Pedro De Valdivia, Pedro de Valdivia, Providencia, RM (Metropolitana)",320.000,,"0,22 UF/m²","0,34 UF/m²",50 m²,50 m²,1,1,80000 CLP,,,,,,,,
1813,El Golf,Departamento,Publicado hace 3 meses,2021-07-02,"El Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",500.000,,"0,56 UF/m²","0,37 UF/m²",30 m²,35 m²,1,1,120000 CLP,1,,1,1,,,13,
1814,En Arriendo Departamento 1 D - 1 Bodega,Departamento,Publicado hace 3 meses,2021-07-02,"Padre Hurtado, 104, Universidad de Santiago, Estación Central, RM (Metropolitana)",250.000,,"0,26 UF/m²","0,26 UF/m²",32 m²,32 m²,1,1,50000 CLP,,,,,,,13,
1815,Compañia/ Barros Arana,Departamento,Publicado hace 3 meses,2021-07-02,"Compañia/ Barros Arana, Gruta de Lourdes, Quinta Normal, RM (Metropolitana)",250.000,,"0,26 UF/m²",,32 m²,30 m²,1,1,35000 CLP,,,1,,,,13,
1816,El Golf - Metro Alcantara,Departamento,,2021-07-02,"El Golf - Metro Alcantara, Barrio El Golf, Las Condes, RM (Metropolitana)",1.250.000,,"0,21 UF/m²","0,26 UF/m²",200 m²,180 m²,3,3,250000 CLP,2,,4,1,,,,NOR ORIENTE
1817,Departamento En Arriendo De 3 Dorm. En Las Condes,Departamento,Publicado hace 3 meses,2021-07-02,"Plaza Peru, Barrio El Golf, Las Condes, RM (Metropolitana)",85,2.525.588,"0,26 UF/m²","0,24 UF/m²",325 m²,230 m²,3,5,,2,,,,,,,
1818,Departamento En Arriendo De 2 Dorm. En Las Condes,Departamento,Publicado hace 3 meses,2021-07-02,"Parque Araucano - Parque Arauco - Metro Manquehue, Parque Arauco, Las Condes, RM (Metropolitana)",780.000,,"0,3 UF/m²","0,33 UF/m²",88 m²,82 m²,2,2,120000 CLP,1,,,,,,,
1819,Los Leones,Departamento,Publicado hace 3 meses,2021-07-02,"Los Leones, Los Leones, Providencia, RM (Metropolitana)",600.000,,"0,37 UF/m²","0,34 UF/m²",55 m²,50 m²,1,1,50000 CLP,1,,1,1,,,,SUR
1820,Departamento Amoblado En Metro Ecuador,Departamento,Publicado hace 3 meses,2021-07-02,"Libertador Bernardo O'higgins, 4677, Metro Ecuador, Estación Central, RM (Metropolitana)",350.000,,"0,21 UF/m²",,55 m²,55 m²,2,1,60000 CLP,,,,,,,18,
1821,Espectacular Depto Amoblado En Sta María Manquehue,Departamento,Publicado hace 3 meses,2021-07-02,"Santa María de Manquehue, Vitacura, RM (Metropolitana)",91,2.708.321,"0,42 UF/m²",,217 m²,207 m²,4,4,350000 CLP,2,,,,2,,4,
1822,Catedral 1330 Santiago Piso 15/ 55 M2 $ 330.000 ,Departamento,,2021-07-02,"Catedral, 1330, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",330.000,,"0,2 UF/m²","0,72 UF/m²",55 m²,50 m²,1,1,,,,,,,,15,N
1823,Oportunidad!!! Arriendo Depto. Santiago Centro,Departamento,,2021-07-02,"Matta, 524, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)",350.000,,"0,29 UF/m²","0,26 UF/m²",41 m²,41 m²,2,1,50000 CLP,,,3,,,,24,S
1824,Oportunidad!!! Arriendo Depto. Santiago Centro ,Departamento,,2021-07-02,"Tucapel Jimenez, 76, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",15,445.692,"0,24 UF/m²","0,21 UF/m²",63 m²,63 m²,3,2,100000 CLP,1,,4,,,,33,O
1825,Arriendo Segunda Avenida 1d 1b 1e Valor Especial. ,Departamento,,2021-07-02,"Segunda Avenida, 1146, Ciudad del Niño, San Miguel, RM (Metropolitana)",290.000,,"0,3 UF/m²","0,27 UF/m²",33 m²,33 m²,1,1,60000 CLP,,,3,,,,12,
1826,Apoquindo ,Departamento,Publicado hace 3 meses,2021-07-02,"Apoquindo, Barrio El Golf, Las Condes, RM (Metropolitana)",650.000,,"0,4 UF/m²","0,37 UF/m²",55 m²,50 m²,1,1,100000 CLP,1,,1,1,,,,
1827,Departamento En Arriendo De 1 Dorm. En Las Condes,Departamento,Publicado hace 3 meses,2021-07-02,"Presidente Riesco Con Benjamín S.p., Barrio El Golf, Las Condes, RM (Metropolitana)",15,445.692,"0,31 UF/m²","0,37 UF/m²",49 m²,49 m²,1,1,95000 CLP,,,,,,,,
1828,Nicasio Retamales Con Alameda,Departamento,Publicado hace 3 meses,2021-07-02,"Nicasio Retamales Con Alameda, Universidad de Santiago, Estación Central, RM (Metropolitana)",300.000,,"0,2 UF/m²","0,22 UF/m²",50.62 m²,50.62 m²,2,2,,1,,2,1,,,,
1829,El Golf ,Departamento,Publicado hace 3 meses,2021-07-02,"El Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",1.300.000,,"0,23 UF/m²",,188 m²,180 m²,2,2,180000 CLP,1,,2,,,,,NORTE
1830,Metro Santa Lucia // Londres,Departamento,Publicado hace 3 meses,2021-07-02,"Metro Santa Lucia // Londres, Bulnes, Santiago, RM (Metropolitana)",260.000,,"0,35 UF/m²","0,72 UF/m²",25 m²,25 m²,1,1,25000 CLP,,,1,,,,,PONIENTE
1831,Departamento En Arriendo De 3 Dorm. En Huechuraba,Departamento,Publicado hace 3 meses,2021-07-02,"Bosques De La Piramide, Bosques de la Pirámide, Huechuraba, RM (Metropolitana)",1.000.000,,"0,26 UF/m²",,128 m²,98 m²,3,2,200000 CLP,,,,,,,,
1832,Acogedor Depto  Condell -barrio Italia,Departamento,Publicado hace 3 meses,2021-07-02,"Acogedor Depto  Condell -barrio Italia, Barrio Italia, Providencia, RM (Metropolitana)",700.000,,"0,24 UF/m²","0,26 UF/m²",98 m²,90 m²,3,2,120 CLP,1,,3,1,,,9,
1833,Departamento En Arriendo De 3 Dorm. En Santiago,Departamento,Publicado hace 3 meses,2021-07-02,"Lastarria Con Alameda, Barrio Lastarria, Santiago, RM (Metropolitana)",90,2.674.152,"0,48 UF/m²",,186 m²,186 m²,3,3,120000 CLP,,,,,,,,
1834,San Martin/ Metro Moneda,Departamento,Publicado hace 3 meses,2021-07-02,"San Martin/ Metro Moneda, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",300.000,,"0,25 UF/m²","0,72 UF/m²",41 m²,41 m²,1,1,,,,1,,,,22,
1835,Tucapel Jimenez 76 A Pasos De Autopista Central,Departamento,Publicado hace 3 meses,2021-07-02,"Tucapel Jimenez 76 A Pasos De Autopista Central, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",380.000,,"0,19 UF/m²","0,21 UF/m²",66 m²,62 m²,3,2,105000 CLP,,,3,,,,,
1836,Vicuña Mackenna,Departamento,Publicado hace 3 meses,2021-07-02,"Vicuña Mackenna, La Florida, RM (Metropolitana)",450.000,,"0,2 UF/m²","0,21 UF/m²",76 m²,70 m²,3,2,100000 CLP,1,,3,1,,,15,NOR PONIENTE
1837,Maravilloso Departamento,Departamento,Publicado hace 3 meses,2021-07-02,"Diagonal Oriente, 5175, Diagonal Oriente, Ñuñoa, RM (Metropolitana)",500.000,,"0,27 UF/m²","0,25 UF/m²",62 m²,58 m²,2,2,,,,,,,,,
1838,El Golf,Departamento,Publicado hace 3 meses,2021-07-02,"El Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",600.000,,"0,4 UF/m²","0,37 UF/m²",50 m²,40 m²,1,1,70000 CLP,1,,1,1,,,,
1839,Departamento En Arriendo De 4 Dorm. En Las Condes,Departamento,Publicado hace 3 meses,2021-07-02,"Las Condes, Parque Arauco, Las Condes, RM (Metropolitana)",900.000,,"0,12 UF/m²","0,27 UF/m²",260 m²,133 m²,4,2,230000 CLP,1,,,,,,,
1840,Departamento En Arriendo De 3 Dorm. En Las Condes,Departamento,Publicado hace 3 meses,2021-07-02,"El Golf/av. Presidente Riesco, Barrio El Golf, Las Condes, RM (Metropolitana)",1.800.000,,"0,35 UF/m²","0,26 UF/m²",175 m²,140 m²,3,3,450000 CLP,2,,,,,,,
1841,Condominio Santa Teresita,Departamento,,2021-07-02,"Condominio Santa Teresita, Lo Curro, Vitacura, RM (Metropolitana)",3.000.000,,"0,5 UF/m²","0,24 UF/m²",200 m²,180 m²,3,3,350000 CLP,2,,3,1,,,,
1842,"Departamento Frente A Plaza Perú, El Golf. 3 Primeros Mes...",Departamento,Publicado hace 3 meses,2021-07-02,"Carmencita, Barrio El Golf, Las Condes, RM (Metropolitana)",75,2.228.460,"0,28 UF/m²","0,26 UF/m²",270 m²,250 m²,3,3,450000 CLP,2,47 años,,,,,,
